tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
327,MeanImpute + SCM,0.125,0.1,327,0.001453399658203125,11.612664863883655,10.056536033088479,1.0967582524701704,,True
328,MeanImpute + SCM,0.125,0.1,328,0.001786947250366211,11.487915963497887,10.35447039810684,1.0131057568719033,,True
329,MeanImpute + SCM,0.125,0.1,329,0.0017185211181640625,11.724332967938897,10.626838963727392,0.9609070091531564,,True
330,MeanImpute + SCM,0.125,0.1,330,0.0016942024230957031,11.516840132800835,9.66360825193625,1.2242733370437184,,True
331,MeanImpute + SCM,0.125,0.1,331,0.0016858577728271484,11.750468334732975,10.276498629870176,1.3621860150762497,,True
332,MeanImpute + SCM,0.125,0.1,332,0.0012221336364746094,11.354183790432936,10.092079505980546,1.1234805168441369,,True
333,MeanImpute + SCM,0.125,0.1,333,0.001493692398071289,11.664905014141436,10.489421746959698,1.1146248581984164,,True
334,MeanImpute + SCM,0.125,0.1,334,0.0016376972198486328,11.778313446624335,11.043045151229181,1.364905255469604,,True
335,MeanImpute + SCM,0.125,0.1,335,0.0016226768493652344,11.51676117956034,10.41451413368639,1.094628737949195,,True
336,MeanImpute + SCM,0.125,0.1,336,0.0012116432189941406,11.8059436959884,10.596216541099702,0.7369587712099397,,True
337,MeanImpute + SCM,0.125,0.1,337,0.0016109943389892578,11.82794146943664,10.825816099820631,1.3519680098221323,,True
338,MeanImpute + SCM,0.125,0.1,338,0.0016384124755859375,11.473971523828034,10.222225325107757,1.196513889662747,,True
339,MeanImpute + SCM,0.125,0.1,339,0.0015740394592285156,11.61335421235475,10.7483140369208,1.1881624246493943,,True
340,MeanImpute + SCM,0.125,0.2,340,0.001499176025390625,11.295672600083252,9.738931585187801,1.2052157089671014,,True
341,MeanImpute + SCM,0.125,0.2,341,0.0013298988342285156,11.263224649723426,9.407891424483445,1.6250616140790526,,True
342,MeanImpute + SCM,0.125,0.2,342,0.00128173828125,11.227105292145378,9.178755224428242,1.2685308992480495,,True
343,MeanImpute + SCM,0.125,0.2,343,0.0014977455139160156,11.437322108468639,9.74841917907667,0.9227322952505783,,True
344,MeanImpute + SCM,0.125,0.2,344,0.0012996196746826172,11.036312782957541,8.807609543512815,0.9284740419693926,,True
345,MeanImpute + SCM,0.125,0.2,345,0.0012359619140625,11.13226755237508,9.375517014941053,1.417509806817305,,True
346,MeanImpute + SCM,0.125,0.2,346,0.0012464523315429688,11.499537064562174,9.860083139585646,1.294664765475877,,True
